time,A_F,A_V,A_L,L_F,L_V,L_L,T_F,T_V,T_L,Action,name
1246.203,212,1000,316,-236,944,272,9,971,-242,1,S08
1246.218,171,931,396,-272,870,262,-29,1028,-203,1,S08
1246.234,161,980,336,-236,907,242,-77,1028,-194,1,S08
1246.25,171,1029,356,-218,962,272,-58,961,-184,1,S08
1246.265,222,931,386,-145,953,252,-77,971,-194,1,S08
1246.281,212,892,386,-190,907,282,-67,980,-194,1,S08
1246.296,212,1019,326,-245,944,292,-77,971,-174,1,S08
1246.312,202,1039,356,-263,953,303,-19,1028,-174,1,S08
1246.328,191,1000,336,-363,879,313,48,1066,-203,1,S08
1246.343,191,980,366,-409,879,303,38,1047,-184,1,S08
1246.359,191,1049,376,-436,925,323,29,1009,-223,1,S08
1246.375,191,1058,356,-363,962,222,0,942,-213,1,S08
1246.39,202,1068,346,-245,1055,222,0,971,-252,1,S08
1246.406,161,1127,336,-254,1046,151,38,1028,-310,1,S08
1246.421,131,1137,316,-445,1037,101,29,1028,-281,1,S08
1246.437,80,1215,257,-636,1046,40,48,1066,-262,1,S08
1246.453,70,1235,237,-627,1027,20,58,1028,-213,1,S08
1246.468,90,1176,237,-490,981,50,77,961,-165,1,S08
1246.484,101,1127,277,-318,972,121,67,895,-174,1,S08
1246.5,161,1019,316,-145,907,262,67,828,-203,1,S08
1246.515,323,941,336,-27,898,313,48,838,-252,1,S08
1246.531,535,911,336,72,935,343,-19,847,-262,1,S08
1246.546,111,794,297,100,972,414,-87,895,-320,1,S08
1246.562,-60,676,207,72,1064,404,-155,990,-310,1,S08
1246.578,-111,607,207,163,944,363,-203,1123,-310,1,S08
1246.593,-202,598,217,72,916,353,-233,1142,-281,1,S08
1246.609,-262,784,188,-27,962,404,-184,1095,-252,1,S08
1246.625,-202,862,207,-36,935,313,-126,1085,-291,1,S08
1246.64,-131,950,217,-127,888,242,-58,1038,-252,1,S08
1246.656,70,1000,287,-127,888,242,-19,1019,-252,1,S08
1246.671,191,1068,316,-145,879,141,-9,952,-213,1,S08
1246.687,444,1029,287,-209,888,161,-29,895,-194,1,S08
1246.703,616,941,356,-254,787,151,-58,866,-174,1,S08
1246.718,636,950,425,-200,787,131,-87,857,-223,1,S08
1246.734,818,882,613,-200,787,131,-116,800,-233,1,S08
1246.75,868,990,603,-181,805,151,-126,828,-281,1,S08
1246.765,1787,1235,594,-318,962,90,-87,933,-262,1,S08
1246.781,1595,1166,366,-590,1055,151,-77,1123,-223,1,S08
1246.796,-242,754,0,-118,925,303,-116,1171,-165,1,S08
1246.812,202,764,158,563,1000,90,-97,1180,-203,1,S08
1246.828,20,1078,277,-45,944,80,-38,1057,-155,1,S08
1246.843,262,1000,277,-372,953,222,29,980,-213,1,S08
1246.859,181,1058,356,-327,1064,242,0,1000,-213,1,S08
1246.875,232,1000,366,-281,981,252,29,1057,-271,1,S08
1246.89,252,931,326,-254,962,252,48,1019,-203,1,S08
1246.906,181,950,326,-227,898,272,9,990,-213,1,S08
1246.921,161,1009,277,-181,962,292,0,961,-252,1,S08
1256.078,131,941,366,-272,925,212,-9,990,-281,1,S08
1256.093,131,941,366,-345,907,181,-48,980,-262,1,S08
1256.109,171,980,346,-363,888,161,-29,971,-300,1,S08
1256.125,202,1019,287,-263,935,181,-38,933,-281,1,S08
1256.14,181,1029,287,-227,962,191,9,952,-291,1,S08
1256.156,171,960,297,-200,925,262,48,980,-271,1,S08
1256.171,171,980,297,-254,916,272,9,971,-281,1,S08
1256.187,171,980,297,-300,925,272,38,990,-349,1,S08
1256.203,181,970,326,-245,981,212,38,952,-310,1,S08
1256.218,191,1009,306,-245,990,141,38,942,-310,1,S08
1256.234,191,931,346,-318,935,111,58,914,-300,1,S08
1256.25,191,931,346,-172,888,141,67,876,-291,1,S08
1256.265,191,931,277,-18,916,202,-19,904,-262,1,S08
1256.281,202,931,297,-118,953,232,-19,980,-300,1,S08
1256.296,181,960,346,-272,935,242,-29,1009,-281,1,S08
1256.312,191,970,346,-336,935,202,-77,1000,-300,1,S08
1256.328,181,980,297,-309,953,151,-9,961,-310,1,S08
1256.343,171,1039,237,-290,953,151,19,942,-300,1,S08
1256.359,161,1058,287,-309,1009,171,48,980,-320,1,S08
1256.375,191,1029,306,-218,962,151,19,1009,-291,1,S08
1256.39,232,950,277,-118,990,202,-9,1047,-291,1,S08
1256.406,222,990,306,-200,990,222,-9,1009,-281,1,S08
1256.421,191,980,366,-209,953,212,-38,961,-291,1,S08
1256.437,171,950,386,-236,898,222,-38,942,-310,1,S08
1256.453,191,950,267,-218,888,151,-19,933,-339,1,S08
1256.468,191,950,207,-209,935,121,29,885,-242,1,S08
1256.484,141,1009,198,-236,916,131,-38,933,-233,1,S08
1256.5,141,1029,237,-272,953,171,77,990,-281,1,S08
1256.515,191,1019,277,-272,944,202,29,1000,-262,1,S08
1256.531,191,960,326,-236,944,242,29,1009,-271,1,S08
1256.546,212,970,346,-263,972,191,-29,961,-271,1,S08
1256.562,202,980,306,-181,925,141,9,990,-359,1,S08
1256.578,252,941,227,-54,990,181,-19,961,-291,1,S08
1256.593,212,931,247,-172,907,202,-9,990,-291,1,S08
1256.609,181,980,297,-281,898,191,-48,990,-262,1,S08
1256.625,161,970,306,-318,925,101,-19,952,-252,1,S08
1256.64,181,980,386,-281,990,30,-19,923,-242,1,S08
1256.656,242,1019,306,-209,1046,101,29,961,-262,1,S08
1256.671,202,1039,207,-181,944,131,58,1028,-271,1,S08
1256.687,111,1039,237,-218,944,171,38,1019,-291,1,S08
1256.703,171,1000,267,-200,962,232,0,1028,-252,1,S08
1256.718,191,960,326,-200,981,272,-29,1047,-271,1,S08
1256.734,212,950,336,-218,953,292,-67,1009,-281,1,S08
1256.75,191,990,326,-227,916,212,-87,1009,-310,1,S08
1256.765,181,990,306,-236,1000,202,-67,1009,-291,1,S08
1256.781,161,1049,257,-354,972,181,-38,1009,-271,1,S08
1256.796,151,1039,257,-345,916,161,-38,1000,-233,1,S08
1256.812,171,980,277,-236,879,121,0,952,-223,1,S08
1256.828,171,931,326,-209,898,101,-19,895,-184,1,S08
1256.843,202,901,405,-263,944,111,19,904,-252,1,S08
1256.859,181,931,376,-209,861,181,48,885,-213,1,S08
1256.875,70,892,316,-345,824,212,19,885,-252,1,S08
1256.89,70,1019,198,-390,888,191,9,933,-262,1,S08
1256.906,101,1058,217,-463,981,181,-9,980,-233,1,S08
1256.921,121,1088,277,-390,1009,191,9,1038,-281,1,S08
1256.937,151,1049,316,-390,1009,191,-29,1085,-330,1,S08
1256.953,222,980,326,-272,953,171,-29,1019,-262,1,S08
1256.968,252,1000,326,-136,972,252,-48,1009,-242,1,S08
1256.984,232,990,277,-136,972,252,-19,1009,-223,1,S08
1257.0,181,970,336,-209,925,242,-29,1038,-213,1,S08
1257.015,212,901,336,-163,944,151,-19,990,-184,1,S08
1257.031,232,911,306,-118,935,171,-9,980,-252,1,S08
1257.046,161,990,326,-154,972,191,9,971,-213,1,S08
1257.062,151,1049,287,-281,953,171,77,1028,-242,1,S08
1257.078,131,990,297,-327,916,181,38,1028,-223,1,S08
1257.093,151,980,297,-309,935,181,67,990,-233,1,S08
1257.109,171,960,346,-281,935,202,0,952,-252,1,S08
1257.125,181,1000,336,-263,935,232,0,971,-330,1,S08
1257.14,212,970,287,-181,944,191,-48,1019,-242,1,S08
1257.156,161,1019,267,-118,1018,212,9,1000,-233,1,S08
1257.171,181,1009,306,-254,953,212,-9,1019,-213,1,S08
1257.187,151,970,326,-290,888,191,9,961,-184,1,S08
1257.203,191,941,336,-227,935,131,29,933,-194,1,S08
1257.218,232,960,326,-145,990,121,58,961,-233,1,S08
1257.234,191,970,306,-154,1009,151,38,1000,-203,1,S08
1257.25,161,1009,316,-245,925,131,48,990,-233,1,S08
1257.265,141,970,326,-336,870,171,0,961,-184,1,S08
1257.281,80,980,306,-409,870,202,0,961,-233,1,S08
1257.296,60,1029,316,-409,888,222,-48,942,-252,1,S08
1257.312,111,1019,346,-436,944,242,-29,971,-281,1,S08
1257.328,222,970,326,-254,925,161,-77,1038,-262,1,S08
1257.343,222,980,297,-81,1037,232,-77,1076,-242,1,S08
1257.359,191,1019,287,-145,990,202,-48,1047,-242,1,S08
1257.375,191,1019,287,-227,935,181,-19,1009,-213,1,S08
1257.39,161,1000,306,-190,944,141,-9,990,-262,1,S08
1257.406,181,970,326,-163,972,151,0,980,-223,1,S08
1257.421,222,960,316,-172,962,171,77,923,-213,1,S08
1257.437,191,941,316,-263,907,202,19,980,-213,1,S08
1257.453,141,990,316,-354,861,202,58,1000,-213,1,S08
1257.468,111,1009,326,-390,916,222,19,1009,-233,1,S08
1257.484,101,960,376,-345,916,252,-29,971,-242,1,S08
1257.5,151,970,306,-290,953,212,-29,971,-242,1,S08
1257.515,171,1000,277,-254,888,252,-38,961,-262,1,S08
1257.531,161,990,297,-218,1046,242,-58,980,-281,1,S08
1257.546,131,1009,316,-300,1018,232,-29,1019,-252,1,S08
1257.562,171,1039,306,-309,907,191,-9,1038,-223,1,S08
1257.578,181,990,316,-236,888,131,29,1028,-233,1,S08
1257.593,171,960,316,-136,935,101,9,990,-203,1,S08
1257.609,232,950,297,-118,1027,90,67,942,-262,1,S08
1257.625,212,950,247,-172,935,121,48,904,-223,1,S08
1257.64,171,980,277,-300,861,161,58,942,-271,1,S08
1257.656,171,970,306,-327,861,191,29,961,-242,1,S08
1257.671,161,960,306,-345,898,191,19,990,-262,1,S08
1257.687,131,960,336,-381,944,222,-67,952,-242,1,S08
1257.703,131,1039,326,-345,981,242,-48,942,-271,1,S08
1257.718,141,1039,306,-218,1046,191,-19,1000,-300,1,S08
1257.734,181,990,287,-118,1018,242,0,1057,-271,1,S08
1257.75,181,1009,257,-190,944,212,9,1076,-233,1,S08
1257.765,191,1009,287,-181,907,151,29,1028,-262,1,S08
1257.781,161,960,346,-127,962,141,48,952,-252,1,S08
1257.796,202,921,336,-100,944,131,29,914,-252,1,S08
1257.812,242,941,247,-136,962,141,9,923,-320,1,S08
1257.828,181,980,227,-300,907,141,-9,914,-242,1,S08
1257.843,151,1039,267,-390,916,171,-9,1000,-262,1,S08
1257.859,121,1009,297,-427,925,181,-58,1047,-242,1,S08
1257.875,121,980,306,-381,935,222,-77,990,-233,1,S08
1257.89,141,1000,346,-345,925,222,-58,923,-271,1,S08
1257.906,161,1009,326,-263,953,242,-48,933,-291,1,S08
1257.921,202,950,306,-154,1000,232,-29,1000,-252,1,S08
1257.937,161,990,287,-245,1000,191,29,1028,-262,1,S08
1257.953,171,1068,237,-227,907,151,48,1047,-262,1,S08
1257.968,161,1000,297,-172,981,60,19,1028,-194,1,S08
1257.984,161,1000,297,-72,953,101,38,1000,-223,1,S08
1258.0,202,950,326,-72,953,101,19,942,-310,1,S08
1258.015,282,931,336,-54,1046,121,9,895,-233,1,S08
1258.031,222,941,306,-154,879,181,38,923,-281,1,S08
1258.046,181,980,247,-309,861,171,-9,971,-213,1,S08
1258.062,111,980,247,-427,888,212,0,990,-271,1,S08
1258.078,80,1000,297,-481,972,252,-48,990,-242,1,S08
1258.093,90,1039,336,-427,990,242,-29,1038,-330,1,S08
1258.109,121,1058,326,-309,990,242,0,1019,-271,1,S08
1258.125,222,1019,287,-127,990,212,-9,1000,-223,1,S08
1258.14,202,970,297,-227,953,191,9,1009,-252,1,S08
1258.156,151,1019,287,-245,870,161,9,961,-213,1,S08
1258.171,141,990,297,-200,925,131,67,942,-233,1,S08
1258.187,181,960,277,-136,962,121,29,942,-223,1,S08
1258.203,232,970,267,-118,1027,111,58,971,-213,1,S08
1258.218,232,950,277,-209,916,131,29,990,-262,1,S08
1258.234,181,980,297,-245,898,151,-9,980,-223,1,S08
1258.25,181,960,287,-272,861,212,9,961,-271,1,S08
1258.265,141,931,287,-318,898,212,-77,904,-223,1,S08
1258.281,141,931,287,-345,962,232,-29,961,-320,1,S08
1258.296,151,950,326,-281,972,232,0,1038,-291,1,S08
1258.312,171,1019,316,-227,1027,181,38,1104,-291,1,S08
1258.328,141,1068,306,-254,1018,191,58,1066,-262,1,S08
1258.343,171,1019,277,-218,925,181,77,980,-262,1,S08
1258.359,171,1019,277,-172,916,141,77,904,-252,1,S08
1258.375,151,1019,287,-127,916,131,48,923,-271,1,S08
1258.39,171,1039,316,-118,944,111,0,866,-194,1,S08
1258.406,191,980,247,-200,925,131,19,914,-300,1,S08
1258.421,191,980,247,-318,925,121,19,914,-300,1,S08
1258.437,202,921,277,-300,935,121,-19,971,-281,1,S08
1258.453,222,901,277,-263,935,191,-58,1038,-242,1,S08
1258.468,181,960,306,-354,953,232,-77,980,-213,1,S08
1258.484,191,1000,297,-390,925,252,-9,923,-252,1,S08
1258.5,202,941,336,-254,1009,272,19,1000,-310,1,S08
1258.515,151,1000,267,-172,1018,242,29,1047,-271,1,S08
1258.531,70,1078,237,-163,935,212,87,1038,-233,1,S08
1258.546,111,1058,297,-172,962,151,77,1038,-223,1,S08
1258.562,191,980,316,-181,962,171,77,1047,-233,1,S08
1258.578,222,1019,297,-145,953,131,106,961,-252,1,S08
1258.593,181,990,396,-163,981,151,0,933,-271,1,S08
1258.609,212,950,415,-245,870,111,29,904,-281,1,S08
1258.625,191,950,306,-272,833,181,9,923,-242,1,S08
1258.64,161,970,277,-300,916,212,-38,971,-223,1,S08
1258.656,151,941,386,-336,1009,181,-48,942,-223,1,S08
1258.671,202,950,237,-309,1000,202,-58,971,-262,1,S08
1258.687,171,970,267,-272,1027,191,-29,1038,-300,1,S08
1258.703,151,1049,237,-209,1009,232,48,1047,-262,1,S08
1258.718,141,1058,237,-300,962,232,58,1028,-262,1,S08
1258.734,141,1009,267,-263,861,141,87,1019,-242,1,S08
1258.75,171,1039,326,-190,916,141,58,952,-194,1,S08
1258.765,161,960,336,-172,907,151,58,952,-252,1,S08
1258.781,131,921,336,-154,1009,161,19,895,-223,1,S08
1258.796,222,931,297,-236,925,121,-38,904,-252,1,S08
1258.812,191,950,277,-281,842,161,-29,952,-233,1,S08
1258.828,202,980,297,-300,888,232,-38,1000,-213,1,S08
1258.843,181,941,326,-381,990,272,-38,980,-281,1,S08
1258.859,131,980,287,-427,1000,262,-58,952,-252,1,S08
1258.875,101,1058,297,-336,990,202,19,1009,-291,1,S08
1258.89,121,1068,287,-163,1009,222,38,1057,-262,1,S08
1258.906,151,1019,316,-136,981,222,58,1066,-262,1,S08
1258.921,171,980,297,-136,898,111,67,1028,-233,1,S08
1258.937,212,1019,306,-36,953,111,38,971,-155,1,S08
1258.953,252,921,415,-72,916,131,48,980,-203,1,S08
1258.968,242,901,346,-236,972,151,29,895,-203,1,S08
1258.984,191,970,257,-354,916,171,38,914,-291,1,S08
1259.0,151,970,287,-427,851,181,9,952,-262,1,S08
1259.015,101,990,306,-427,851,181,-19,1009,-271,1,S08
1259.031,101,1029,267,-427,981,232,-9,971,-242,1,S08
1259.046,101,1019,346,-427,981,232,-67,942,-233,1,S08
1259.062,101,1019,346,-300,972,282,-58,990,-291,1,S08
1259.078,131,1000,336,-190,925,191,-19,1009,-281,1,S08
1259.093,222,980,257,-45,1000,242,9,1047,-242,1,S08
1259.109,171,1000,306,-136,990,242,19,1066,-233,1,S08
1259.125,232,990,346,-218,953,141,29,1047,-213,1,S08
1259.14,232,970,306,-109,935,141,48,1019,-233,1,S08
1259.156,212,970,287,-172,953,171,67,923,-203,1,S08
1259.171,171,950,297,-300,925,202,58,895,-281,1,S08
1259.187,101,1019,326,-300,925,202,48,933,-223,1,S08
1259.203,131,1029,336,-381,879,232,19,1009,-213,1,S08
1259.218,111,970,366,-381,879,232,48,1009,-262,1,S08
1259.234,181,970,356,-318,916,303,-58,971,-223,1,S08
1259.25,181,970,356,-209,981,202,-29,942,-291,1,S08
1259.265,202,980,297,-209,981,202,19,990,-252,1,S08
1259.281,202,960,316,-136,1000,212,19,1047,-233,1,S08
1259.296,191,980,386,-245,1018,80,48,1085,-223,1,S08
1259.312,313,990,326,-109,972,50,58,1047,-223,1,S08
1259.328,232,970,257,-36,916,111,67,1000,-213,1,S08
1259.343,171,980,267,-136,925,131,48,904,-233,1,S08
1259.359,141,960,287,-227,972,171,58,876,-300,1,S08
1259.375,121,970,366,-336,888,222,9,885,-223,1,S08
1259.39,161,980,306,-381,870,252,-48,980,-203,1,S08
1259.406,131,1000,287,-381,870,252,-58,1019,-271,1,S08
1259.421,101,1029,277,-400,935,252,-116,980,-213,1,S08
1259.437,131,1039,326,-372,1018,262,-87,1019,-291,1,S08
1259.453,212,1009,306,-254,1027,242,-38,1076,-339,1,S08
1259.468,212,970,247,-100,981,282,19,1076,-213,1,S08
1259.484,212,1000,287,-209,972,242,48,1038,-252,1,S08
1259.5,232,980,415,-227,944,141,29,990,-174,1,S08
1259.515,262,921,366,-100,962,90,29,971,-184,1,S08
1259.531,262,931,267,-63,925,90,67,923,-213,1,S08
1259.546,242,901,277,-118,953,121,67,876,-281,1,S08
1259.562,151,990,306,-281,907,191,67,876,-281,1,S08
1259.578,131,1009,316,-427,879,181,9,923,-242,1,S08
1259.593,121,970,356,-418,861,222,0,961,-252,1,S08
1259.609,151,1009,297,-345,944,232,19,980,-262,1,S08
1259.625,141,1039,267,-281,981,252,-48,942,-242,1,S08
1259.64,242,1039,247,-190,1046,292,-67,1028,-359,1,S08
1259.656,222,960,316,-163,962,292,-58,1038,-339,1,S08
1259.671,191,1019,346,-281,981,272,-19,1047,-271,1,S08
1259.687,212,950,415,-218,907,171,38,1038,-271,1,S08
1259.703,242,950,316,-90,990,60,38,1019,-184,1,S08
1259.718,252,970,247,-27,953,90,38,990,-223,1,S08
1259.734,252,970,247,-154,962,90,19,952,-213,1,S08
1259.75,151,980,287,-263,935,121,67,876,-281,1,S08
1259.765,191,1009,297,-372,870,161,19,904,-262,1,S08
1259.781,191,970,287,-336,879,171,19,971,-233,1,S08
1259.796,202,950,316,-300,935,212,-48,923,-233,1,S08
1259.812,212,980,326,-290,972,242,-19,971,-310,1,S08
1259.828,212,1009,287,-181,1000,212,-9,1009,-262,1,S08
1259.843,222,960,306,-245,1027,161,9,1057,-242,1,S08
1259.859,292,970,376,-145,953,131,38,1085,-242,1,S08
1259.875,262,970,227,-63,953,121,77,1009,-252,1,S08
1259.89,202,1009,237,-127,1000,121,67,952,-233,1,S08
1259.906,232,970,277,-200,981,161,58,942,-300,1,S08
1259.921,212,960,306,-227,935,171,19,952,-262,1,S08
1259.937,212,990,297,-272,870,202,29,990,-252,1,S08
1259.953,252,921,297,-245,888,222,29,961,-252,1,S08
1259.968,212,921,366,-227,944,232,-9,933,-252,1,S08
1259.984,282,950,346,-200,1009,272,-9,952,-281,1,S08
1260.0,242,960,277,-190,990,252,-9,1000,-291,1,S08
1260.015,212,980,297,-190,981,232,48,1038,-291,1,S08
1260.031,171,1019,297,-318,981,252,77,1047,-242,1,S08
1260.046,232,1000,306,-263,907,202,48,1019,-184,1,S08
1260.062,212,980,306,-163,953,161,87,980,-262,1,S08
1260.078,282,950,306,-90,935,131,87,914,-223,1,S08
1260.093,292,921,326,-36,1000,121,87,914,-223,1,S08
1260.109,262,921,326,-109,962,141,48,895,-252,1,S08
1260.125,212,990,316,-281,879,181,19,933,-252,1,S08
1260.14,151,970,297,-363,851,202,-19,990,-233,1,S08
1260.156,151,970,326,-390,925,191,0,990,-233,1,S08
1260.171,151,1019,336,-381,1000,222,-48,933,-223,1,S08
1260.187,191,1058,297,-327,1009,222,9,1000,-320,1,S08
1260.203,141,1049,247,-300,972,222,48,1019,-300,1,S08
1260.218,141,1058,267,-336,972,242,77,1019,-252,1,S08
1260.234,202,1019,366,-254,935,90,97,1038,-252,1,S08
1260.25,272,901,465,-254,935,90,77,1000,-242,1,S08
1260.265,333,901,297,-81,972,-30,67,942,-252,1,S08
1260.281,262,941,168,127,944,121,19,914,-262,1,S08
1260.296,191,960,257,-18,972,181,29,904,-271,1,S08
1260.312,191,960,297,-209,916,212,-19,895,-291,1,S08
1260.328,181,970,316,-345,851,272,-29,1000,-300,1,S08
1260.343,202,980,316,-363,916,272,0,1028,-223,1,S08
1260.359,191,1039,336,-354,990,292,-58,1009,-233,1,S08
1260.375,232,1029,336,-309,981,282,19,990,-291,1,S08
1260.39,252,970,306,-200,990,262,38,1019,-300,1,S08
1260.406,212,980,297,-145,953,252,48,1028,-271,1,S08
1260.421,212,970,306,-200,962,272,67,1028,-271,1,S08
1260.437,232,941,386,-172,888,232,77,961,-203,1,S08
1260.453,272,892,366,-118,953,151,58,952,-203,1,S08
1260.468,323,882,316,18,944,121,48,942,-252,1,S08
1260.484,232,950,267,0,953,131,58,923,-242,1,S08
1260.5,171,1068,287,-200,990,131,19,961,-262,1,S08
1260.515,121,1039,376,-400,935,141,9,1038,-223,1,S08
1260.531,161,1000,356,-463,916,101,48,1028,-242,1,S08
1260.546,202,1019,277,-309,1009,121,-19,990,-233,1,S08
1260.562,202,1029,257,-218,990,222,-19,990,-233,1,S08
1260.578,212,941,297,-218,962,282,9,933,-300,1,S08
1260.593,212,931,306,-200,925,262,-19,961,-291,1,S08
1260.609,232,960,326,-263,907,323,9,980,-242,1,S08
1260.625,191,960,316,-254,898,252,19,1000,-262,1,S08
1260.64,222,980,346,-163,972,151,19,990,-213,1,S08
1260.656,252,960,326,-100,962,161,48,1028,-242,1,S08
1260.671,252,960,326,-100,962,161,67,980,-271,1,S08
1260.687,202,1029,316,-81,990,161,77,961,-291,1,S08
1260.703,151,1009,297,-181,1009,161,29,971,-271,1,S08
1260.718,131,960,306,-318,916,202,-9,990,-242,1,S08
1260.734,181,960,326,-390,870,202,19,1000,-223,1,S08
1260.75,252,921,306,-363,916,202,-38,961,-213,1,S08
1260.765,252,931,306,-281,925,232,-58,923,-271,1,S08
1260.781,252,931,306,-154,962,202,-48,942,-281,1,S08
1260.796,212,1029,277,-163,1009,171,9,1000,-271,1,S08
1260.812,191,1058,287,-272,1027,161,19,1095,-271,1,S08
1260.828,171,1039,287,-227,944,121,67,1085,-262,1,S08
1260.843,222,1009,306,-163,990,50,87,1009,-233,1,S08
1260.859,232,960,306,-136,953,111,106,923,-252,1,S08
1260.875,212,931,366,-154,972,171,97,885,-310,1,S08
1260.89,222,941,336,-190,925,191,58,857,-213,1,S08
1260.906,242,901,326,-245,824,232,38,942,-213,1,S08
1260.921,242,823,336,-245,796,252,-29,980,-242,1,S08
1260.937,242,882,356,-245,861,262,-48,923,-233,1,S08
1260.953,202,960,415,-218,916,333,-106,923,-271,1,S08
1260.968,191,1049,366,-218,1037,292,-29,990,-291,1,S08
1260.984,111,1147,297,-345,1111,262,0,1104,-300,1,S08
1261.0,151,1098,277,-427,1000,222,97,1152,-271,1,S08
1261.015,151,1000,277,-300,907,111,106,1076,-233,1,S08
1261.031,202,960,297,-109,944,101,106,1076,-233,1,S08
1261.046,272,941,306,-9,981,111,106,961,-262,1,S08
1261.062,272,882,316,-45,898,131,77,895,-291,1,S08
1261.078,242,892,306,-136,925,161,87,838,-291,1,S08
1261.093,191,911,316,-218,824,191,19,895,-233,1,S08
1261.109,141,1009,306,-372,879,222,-29,961,-203,1,S08
1261.125,121,1039,316,-463,953,202,-19,990,-233,1,S08
1261.14,141,1068,306,-436,1009,171,-48,1047,-252,1,S08
1261.156,141,1068,306,-372,1018,212,-38,1009,-252,1,S08
1261.171,212,1049,277,-163,1000,242,0,1000,-310,1,S08
1261.187,181,1000,316,-263,1009,292,67,1009,-310,1,S08
1261.203,202,1000,346,-181,842,202,67,1028,-262,1,S08
1261.218,262,901,346,-9,888,111,87,1038,-213,1,S08
1261.234,262,852,336,27,944,141,106,942,-242,1,S08
1261.25,282,901,306,-36,953,161,116,885,-262,1,S08
1261.265,272,941,326,-218,1027,151,77,914,-281,1,S08
1261.281,212,980,306,-336,953,121,58,952,-252,1,S08
1261.296,212,980,306,-409,888,151,38,1009,-252,1,S08
1261.312,141,1039,287,-418,935,191,19,1028,-242,1,S08
1261.328,80,1039,297,-381,962,191,19,1019,-252,1,S08
1261.343,191,980,336,-281,879,272,-38,952,-213,1,S08
1261.359,202,960,336,-163,953,333,-9,942,-262,1,S08
1261.375,202,911,346,-209,953,323,9,942,-291,1,S08
1261.39,202,911,346,-272,888,292,48,990,-242,1,S08
1261.406,191,980,326,-200,888,171,48,1028,-203,1,S08
1261.421,171,960,356,-154,1009,101,106,1047,-262,1,S08
1261.437,202,1009,316,-100,1000,70,97,1000,-252,1,S08
1261.453,252,1009,267,-181,1046,90,116,980,-291,1,S08
1261.468,232,941,297,-209,972,151,97,933,-262,1,S08
1261.484,191,1019,306,-254,851,202,58,952,-242,1,S08
1261.5,171,960,326,-300,870,232,48,1000,-271,1,S08
1261.515,171,931,346,-318,888,252,-19,990,-203,1,S08
1261.531,191,941,316,-318,935,303,-67,980,-184,1,S08
1261.546,191,960,346,-272,962,282,-58,942,-252,1,S08
1261.562,212,950,336,-272,962,282,-58,961,-281,1,S08
1261.578,171,970,346,-227,981,242,-19,990,-252,1,S08
1261.593,171,1078,297,-345,990,262,48,1057,-194,1,S08
1261.609,171,1078,297,-172,953,121,97,1076,-213,1,S08
1261.625,151,1019,326,-172,953,121,135,1019,-223,1,S08
1261.64,242,960,316,-54,962,141,135,942,-242,1,S08
1261.656,242,931,297,-45,990,151,106,933,-271,1,S08
1261.671,202,960,336,-163,990,191,97,942,-262,1,S08
1261.687,202,960,336,-254,879,191,38,980,-203,1,S08
1261.703,161,980,306,-336,870,232,-9,980,-223,1,S08
1261.718,141,950,326,-363,925,212,29,990,-223,1,S08
1261.734,161,980,326,-363,962,242,-58,933,-194,1,S08
1261.75,161,1019,297,-290,925,202,9,980,-271,1,S08
1261.765,141,1019,346,-209,1009,242,48,1066,-281,1,S08
1261.781,171,1019,346,-236,1000,272,58,1076,-233,1,S08
1261.796,181,1009,326,-272,907,242,97,1047,-213,1,S08
1261.812,191,990,356,-163,888,161,97,971,-194,1,S08
1261.828,191,921,386,-118,944,161,116,923,-233,1,S08
1261.843,202,921,366,-90,925,151,97,923,-233,1,S08
1261.859,222,941,326,-190,990,151,97,914,-223,1,S08
1261.875,191,921,326,-281,898,191,29,952,-233,1,S08
1261.89,191,921,326,-390,916,202,9,1009,-223,1,S08
1261.906,151,1000,316,-372,935,202,9,1019,-203,1,S08
1261.921,121,1019,316,-327,935,242,-38,1000,-184,1,S08
1261.937,131,990,326,-272,925,303,-9,990,-242,1,S08
1261.953,161,1009,326,-163,1000,313,-19,1009,-271,1,S08
1261.968,161,1009,326,-200,1000,353,19,1057,-233,1,S08
1261.984,202,960,356,-290,879,292,58,1047,-213,1,S08
1262.0,181,960,386,-181,851,151,67,1009,-184,1,S08
1262.015,181,970,366,-136,944,131,77,942,-203,1,S08
1262.031,202,970,346,-154,981,111,97,923,-252,1,S08
1262.046,202,970,346,-236,1037,111,87,952,-223,1,S08
1262.062,181,911,326,-263,953,171,67,1019,-242,1,S08
1262.078,181,950,346,-363,870,222,48,1009,-184,1,S08
1262.093,202,990,336,-336,870,232,-29,1009,-174,1,S08
1262.109,202,990,336,-327,888,292,-29,990,-223,1,S08
1262.125,151,1049,287,-318,925,323,-58,933,-194,1,S08
1262.14,101,1000,316,-200,1000,313,-19,971,-242,1,S08
1262.156,111,941,376,-218,1009,323,9,1019,-233,1,S08
1262.171,161,960,356,-300,953,262,48,1076,-203,1,S08
1262.187,191,1000,396,-190,870,111,87,1057,-184,1,S08
1262.203,222,950,376,-154,944,161,116,990,-174,1,S08
1262.218,141,970,366,-118,972,131,116,952,-233,1,S08
1262.234,212,1019,287,-136,1018,151,97,933,-233,1,S08
1262.25,171,950,316,-181,944,171,67,961,-242,1,S08
1262.265,171,970,287,-290,851,212,19,971,-203,1,S08
1262.281,202,980,356,-381,870,252,9,1000,-194,1,S08
